no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
1165,PT. SAHABAT MANJUR GRUP,MANJURNET,Corporate,ISP,MANJURGROUP.NET,Jl. Abdullah bin Nuh,SAWAH GEDE,CIANJUR,KAB. CIANJUR,JAWA BARAT,43212,+6281222341772,-
S2977,PT. TRONTONG MEDIA AKSES,T-NET,Corporate,-,TROMEDAAKSES.COM,Jl Kolonel Sugiono No 68,CILACAP,CILACAP SELATAN,KAB. CILACAP,JAWA TENGAH,53211,+6281328233765,+62
S2979,UNIVERSITAS MULAWARMAN,UNIVERSITAS MULAWARMAN,Education,-,UNMUL.AC.ID,Jalan Kuaro,GUNUNG KELUA,SAMARINDA ULU,SAMARINDA,KALIMANTAN TIMUR,75119,+62541749343,+62541747479
S2981,SMK ADI SANGGORO,SMK ADI SANGGORO,Education,-,ADISANGGORO.SCH.ID,Jl. Sengked No. 1 Kampus IPB Dramaga,BABAKAN,DRAMAGA,KAB. BOGOR,JAWA BARAT,16680,+622518620219,+622518620219
S2982,PT. QELOPAK TEKNOLOGI INDONESIA,QELOPAK,Corporate,-,QELOPAK.COM,"Kp. Wangun Jaya Rt.02 Rw.07 No.54 Ciaruteun Ilir, Cibungbulang, Bogor",CIARUTEN ILIR,CIBUNGBULANG,KAB. BOGOR,JAWA BARAT,16630,+6281384329600,+62
S2984,PT. HEBAT ISTIMEWA GERAKNYA,HEISGNET,Corporate,ISP,HEISG.ID,JL. DR RADJIMAN 424 BUMI LAWEYAN SOLO,BUMI,LAWEYAN,SURAKARTA,JAWA TENGAH,57148,+6289691615111,+62
S2985,PT. AKM LINK NET,AKM LINK,Corporate,-,AKMLINK.CO.ID,Jl Haji Umar No 43A,PARUNG SERAB,CILEDUG,TANGERANG,BANTEN,15153,+6281808698891,-
1143,PT. TRANS KONEKSI NUSANTARA,T-CON,Corporate,ISP,T-CON.ID,Jalan Pendidikan No 3,BUKIT TEMPAYAN,BATU AJI,BATAM,KEPULAUAN RIAU,29438,+6281270978114,+62
S2988,CV. ANSA PROJECT,ANSA PROJECT,Corporate,-,ANSAPROJECT.MY.ID,Jl. Tipar GG Pesantren Kel. Tipar Kec. Citamiang Kota Sukabumi Jawa Barat,TIPAR,CITAMIANG,SUKABUMI,JAWA BARAT,43141,+628112260345,+62
S2989,CV. MG GROUP,MGNET,Corporate,-,MGNET.ID,getasduwur,TRIMULYO,SUKOREJO,KAB. KENDAL,JAWA TENGAH,51363,+6282226830720,-
S2990,PT. WAHANA DATA SOLUSINDO,PT WAHANA DATA SOLUSINDO,Corporate,-,WDS.CO.ID,"RUKO GOLDEN BOULEVARD BLOK Q 39, JLN PAHLAWAN SERIBU BSD TANGERANG",LENGKONG KARYA,SERPONG UTARA,TANGERANG SELATAN,BANTEN,15310,+62811290204,+62
S2992,UNIVERSITAS WIJAYA KUSUMA SURABAYA,UNIVERSITAS WIJAYA KUSUMA SURABAYA,Education,-,UWKS.AC.ID,"Jl. Dukuh Kupang XXV No.54, Dukuh Kupang, Kec. Dukuhpakis, Kota SBY, Jawa Timur 60225",DUKUH KUPANG,DUKUH PAKIS,SURABAYA,JAWA TIMUR,60225,+62315677577,+62
S2994,PT. SUARA NUSA MULTIMEDIA,NUSANTARANET,Corporate,-,NUSANTARANET.CO.ID,"JL. TGH. FAISAL NO. 33 LENDANG LEKONG, Desa/Kelurahan Turida,
Kec. Sandubaya, Kota Mataram, Provinsi Nusa Tenggara Barat,
Kode Pos83237",TURIDA,SANDUBAYA,MATARAM,NUSA TENGGARA BARAT,83237,+623706171011,+62
S2996,PT. OKE DIGITAL MEDIA,OKE DIGITAL,Corporate,-,OKEDIGITALMEDIA.COM,"Jalan Panglima Sudirman Kav 66 - 68 
Bumi Mandiri Tower 2 Level 12",EMBONG KALIASIN,GENTENG,SURABAYA,JAWA TIMUR,60271,+62816904200,+62
S2997,PT. AEGIS INDOSOLUSI PRATAMA,AEGIS,Corporate,-,AEGISPRATAMA.COM,"Jl. Warung Buncit Raya No.25, RT.2/RW.7, Pejaten Bar., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12510,+622150983788,+62
S2998,PPPK PETRA,PPPK PETRA,Corporate,-,@PPPKPETRA.SCH.ID,Jl. Pucang Anom Timur no. 5,KERTAJAYA,GUBENG,SURABAYA,JAWA TIMUR,60282,+628113177888,+62
S2999,CV. ALI MEDIA NETWORK,ALI MEDIA HOST,Corporate,-,ALI-MEDIANETWORK.NET,"Jl.Taman Surya 1, Kel. Dembe Jaya, Kec. Kota Utara, Kota Gorontalo",DEMBE JAYA,KOTA UTARA,GORONTALO,GORONTALO,96123,+6282292618190,+62
S3000,PT. SYAWAL ATLANTIK SYSTEM,SYAWALNET,Corporate,-,SYAWALNET.COM,Jl. Persatuan Cinere No. 13 B,CINERE,CINERE,DEPOK,JAWA BARAT,16514,+6281373277969,+62
S3001,PT. MEDIA FIROPTIX INDONESIA,FIROPTIX,Corporate,-,FIROPTIX.CO.ID,Jl.Taman Lestari Blok AA1 Nomor 3,TEGAL ALUR,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11820,+622122553693,+622122553693
S3002,PT. GLOBALXTREME TEKNOLOGI INDONESIA,GLOBALXTREME TECHNOLOGIES,Corporate,-,GLOBALXTREME-TECHNOLOGIES.NET,"Jalan Siradj Salman Ruko Grand Mahakam City Blok F No.16, Kota Samarinda-Kalimantan Timur 75124",TELUK LERONG ILIR,SAMARINDA ULU,SAMARINDA,KALIMANTAN TIMUR,751224,+6283119924666,+62
S3003,CV. HATINORI NETWORK,HATINORI NET,Corporate,-,HATINORI.NET.ID,"DUSUN SUMBER ELING, PERUMAHAN MUTIARA KUNIR RESIDENCE, BLOK A15",KUNIR LOR,KUNIR,KAB. LUMAJANG,JAWA TIMUR,67383,+6285736960698,+62
S3004,PT. IFTALINK MEDIA KARYA,IFTALINK,Corporate,-,IFTALINK.NET,"JALAN JENDERAL SUDIRMAN NO. 26 , Desa/Kelurahan Bajeng, Kec.
Pattallassang, Kab. Takalar, Provinsi Sulawesi Selatan,
Kode Pos92211",BAJENG,PATTALLASSANG,KAB. TAKALAR,SULAWESI SELATAN,92211,+6281235633535,+62
S3005,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN PEMALANG,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN PEMALANG,Goverment,-,PEMALANGKAB.GO.ID,Jl. Surohadikusumo No. 1,KEBONDALEM,PEMALANG,KAB. PEMALANG,JAWA TENGAH,52312,+62284321364,+62284322229
S3006,PT. MENING GLOBAL TELESINDO,JASA,Corporate,-,MENINGNET.COM,jalan cokrobasonto 82,KUNCEN,TAMAN,MADIUN,JAWA TIMUR,63134,+6281229809262,+62
S3007,PT. INDONESIA NET TEKNOLOGI,INDONESIANET / I-NET,Corporate,-,INDONESIANET.CO.ID,Gedung One Office Jl. Pierre Kapt. Tendean No.27A Lt.5,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622150995155,+62
S3008,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN BELITUNG,DISKOMINFO BELITUNG,Goverment,-,BELITUNG.GO.ID,JL. Anwar Tanjungpandan,LESUNG BATANG,TANJUNG PANDAN,KAB. BELITUNG,KEPULAUAN BANGKA BELITUNG,33411,+6271924942,+6271921386
S3010,PT. MISQOT SEJAHTERA INDONESIA,MISQOT ACCESS,Corporate,-,MISQOTSEJAHTERAINDONESIA.ID,"JL. RAYA CADAS NO. 28, Desa/Kelurahan Karet, Kec. Sepatan, Kab. Tangerang, Provinsi Banten, Kode Pos15520",KARET,SEPATAN,KAB. TANGERANG,BANTEN,15520,+6285883180269,+62
S3011,PT. ESTU SAE INDONESIA,SAENET,Corporate,-,SAAE.CO.ID,Dusun Purworejo,KALIPAIT,TEGALDLIMO,KAB. BANYUWANGI,JAWA TIMUR,68484,+6282257614468,+62
S3012,PT. TEKNOLOGI PERDANA INDONESIA,TEKNOLOGI PERDANA INDONESIA,Corporate,-,TAXIMAXIM.COM,"L'Avenue Office & Residence Jakarta, Lt.27 unit C/A, Jl. Raya Pasar Minggu No.Kav.16
Kec. Pancoran, Jakarta Selatan, 12780",PANCORAN,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12780,+6281286874498,+62
S3013,PT. DATA BUANA NUSA,DBN,Corporate,-,DBN-NUSA.ID,jl suryat 83,GEDOG,SANANWETAN,BLITAR,JAWA TIMUR,66132,+6282231316699,+62
S3014,PT. GLOBAL GREEN INDONESIA,GLOBAL GREEN INDONESIA,Corporate,-,GGI.CO.ID,"One Pacific Place Lt. 11
Jl. Jend Sudirman Kav. 52-53
Jakarta Selatan, DKI Jakarta, 12190",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,+6285215165099,+62
S3016,PT. SEMESTA TELEKOMUNIKASI INDONESIA,SEMESTA TELEKOMUNIKASI INDONESIA,Corporate,-,SEMESTELINDO.NET,"RUKO MALAKA COUNTRY
JL PONDOK KOPI RAYA BLOK D NO. 4
Kel. Pondok Kopi, Kec. Duren Sawit
Jakarta Timur, DKI Jakarta, 13460",PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13460,+6285781125087,+62
S3017,PT. WIJAYA KARYA BETON,WIKA BETON,Corporate,-,WIKA-BETON.CO.ID,"Jl DI Panjaitan Kav 9-10 Lt 2-5 , Gedung Wika Tower 1",CIPINANG CEMPEDAK,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13440,+62218192802,+62
1190,PT. RADJA TELCON UTAMA,RADJANET,Corporate,ISP,TELCON.CO.ID,"3RD FL, JL. KH ABDUL SYAFI'I NO 5, Kel. Bukit Duri, Kec. Tebet, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta",BUKIT DURI,TEBET,JAKARTA SELATAN,DKI JAKARTA,12840,+622128541624,-
S3020,PT. INSAN SARANA SELARAS,INSAN SARANA SELARAS,Corporate,-,INSANNET.NET,"RUKO MALAKA COUNTRY
JL PONDOK KOPI RAYA BLOK D NO. 4 RT.1/10
Kel. Pondok Kopi, Kec. Duren Sawit
Jakarta Timur, DKI Jakarta, 13460",PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13460,+6285781125087,+62
S3022,PT. LENTERA DIGITAL NUSANTARA,LDN,Corporate,-,LENTERADIGITALNUSANTARA.COM,"jl Hos Cokroaminoto No 03 Pacitan, Jawa Timur",PACITAN,PACITAN,KAB. PACITAN,JAWA TIMUR,63511,+6282329653422,+62
S3024,RSUD DR MOEWARDI,RUMAH SAKIT UMUM,Goverment,-,RSMOEWARDI.COM,"Jl. Kolonel Sutarto No.132, Jebres, Kec. Jebres, Kota Surakarta",JEBRES,JEBRES,SURAKARTA,JAWA TENGAH,57126,+62271634634,+62271637412
S3025,PT. BLITAR SARANA DATA,BISADATA,Corporate,-,BISADATA.NET,"Jl. Irian Ling Jajar, Desa/Kelurahan Kanigoro, Kec. Kanigoro, Kab. Blitar, Provinsi Jawa Timur,
Kode Pos66171",KANIGORO,KANIGORO,KAB. BLITAR,JAWA TIMUR,66171,+6285691050144,+62
S3026,PT. CLOUDTRONICS INDONESIA JAYA,CLOUDTRONICS,Corporate,-,CLOUDTRONICS.CO.ID,West Park Blok B-23 BSD City,PAGEDANGAN,PAGEDANGAN,KAB. TANGERANG,BANTEN,15339,+622150959964,+62
S3027,PT. DIGITAL NUSANTARA TELEVISI,DNTV,Corporate,-,DIGITALNUSANTARATELEVISI.COM,komplek pertokoan mitra raya blok A no. 15,TELUK TERING,BATAM KOTA,BATAM,KEPULAUAN RIAU,29461,+6281270444555,+62
S3028,PT. ANTARES BINTANG CEMERLANG,ANTARES CYBER,Corporate,-,ANTARESCYBER.NET,"Dukuh Soko Kulon RT 08 RW 04 Desa Brangkal, Kecamatan Karanganom, Kabupaten Klaten",BRANGKAL,KARANGANOM,KAB. KLATEN,JAWA TENGAH,57475,+6285157833085,+62
S3029,PT. MEGA UTAMA NUSANTARA,MUN,Corporate,-,MEGAUTAMANUSANTARA.COM,Perumahan Anggrek Sari Cluster Alexandria Blok B1 No. 17,TAMAN BALOI,BATAM KOTA,BATAM,KEPULAUAN RIAU,29432,+6281270444555,+62
S3030,PT. SENTRA MEDIA TRANSINDO,SMT,Corporate,-,SENTRAMEDIATRANSINDO.COM,Perumahan Anggrek Sari Cluster Alexandria B1 No. 17,TAMAN BALOI,BATAM KOTA,BATAM,KEPULAUAN RIAU,29432,+6281270444555,+62
S3031,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN KEPULAUAN MENTAWAI,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN KEPULAUAN MENTAWAI,Goverment,-,MENTAWAIKAB.GO.ID,"Jl. Raya Tua Pejat Km. 4, Desa Tuapejat
Kecamatan Sipora Utara, Kabupaten Kepulauan Mentawai
Provinsi Sumatera Barat, Kode Pos 25392",TUAPEJAT,SIPORA UTARA,KAB. KEPULAUAN MENTAWAI,SUMATERA BARAT,25392,+6285275114149,+62
S3032,PT. INFOMEDIA DIGITAL NUSA,INFOMEDIA DIGITAL NUSA,Corporate,-,INFOMEDIANUSA.NET,"RUKO MALAKA COUNTRY
JL PONDOK KOPI RAYA BLOK D NO. 4 RT.1/10
Kel. Pondok Kopi, Kec. Duren Sawit
Jakarta Timur, DKI Jakarta, 13460",PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13460,+6287819093541,+62
S3033,CV. MENAKSOPAL LINTAS NUSANTARA,MENAKSOPAL,Corporate,-,MENAKSOPAL.COM,"DUSUN GENENG SANAN, Desa/Kelurahan Sukorejo, Kec. Gandusari,
Kab. Trenggalek, Provinsi Jawa Timur,",SUKOREJO,GANDUSARI,KAB. TRENGGALEK,JAWA TIMUR,66372,+6281938593626,+62
S3034,PT. ARSYA BINTANG NUSANTARA,MITRANET,Corporate,-,BINTANGNUSANTARA.CO.ID,DUKUH WONOREJO,BEDRUG,PULUNG,KAB. PONOROGO,JAWA TIMUR,63481,+623525730278,+62
S3036,PT. ERZAR INTI SOLUSI,ERZARNET,Corporate,-,ERZAR.ID,jalan kampung melayu kecil 1 rt 010 rw 010 no 5,BUKIT DURI,TEBET,JAKARTA SELATAN,DKI JAKARTA,12840,+62218313101,+62218313101
S3039,PT. MITRA BESTARI PRIMA SOLUSI,MEGANET,Corporate,-,MEGANET.ID,JL .Sunan Gunung Jati,KENALI ASAM BAWAH,KOTA BARU,JAMBI,JAMBI,36126,+6285268501299,+62
S3040,POLITEKNIK NEGERI MANADO,POLITEKNIK NEGERI MANADO,Education,-,POLIMDO.AC.ID,"Jl. Raya Politeknik 
Kel. Buha Manado, Kec. Mapanget
Sulawesi Utara, 95252",BUHA,MAPANGET,MANADO,SULAWESI UTARA,95252,+62431815212,+62431811568
S3041,PT. GHAZAFA PUTERA MANDIRI,GHAZAFA PUTERA MANDIRI,Corporate,-,GHAZAFA.MY.ID,"Kp. Sukasari I Rt. 005/ 002 Desa Sukamaju
Cikakak Sukabumi",SUKAMAJU,CIKAKAK,KAB. SUKABUMI,JAWA BARAT,43365,+6283819432043,+62
S3042,PT. JANISH LINTAS DATA,SCHOOLMEDIA NET,Corporate,-,JANISH.CO.ID,Gedung STC Senayan Lt. 2 Ruang 35 Jl. Asia Afrika Pintu IX Gelora Senayan,Gelora,Tanah Abang,Jakarta Pusat,DKI JAKARTA,10270,+622121276939,+62
S3046,PT. MANDIRI GLOBAL DATA,PT,Corporate,-,MANDIRIGLOBAL.CO.ID,JL.BAJI GAU NO.32,BONGAYA,TAMALATE,MAKASSAR,SULAWESI SELATAN,90223,+6285397775858,+62
S3048,CV. HEFAISTOS INDO PERKASA,HEFASINDO IT SOLUTION,Corporate,-,HEFAISTOS.WEB.ID,"JALAN PB. SUDIRMAN GANG V NOMOR 39, Kel. Patokan,
Kec. Situbondo, Kab. Situbondo, Prov. Jawa Timur",PATOKAN,SITUBONDO,KAB. SITUBONDO,JAWA TIMUR,68312,+6285232462089,+62
S3049,PT. CONNECTI BAGJA ABADI,CONNECTI,Corporate,-,CONNECTI.CO.ID,Jl. Progo no.3,CITARUM,BANDUNG WETAN,BANDUNG,JAWA BARAT,40172,+6281317273951,+62
S3054,PT. CONNEXIST INDONESIA,CONNEXIST INDONESIA,Corporate,-,CONNEXIST.CO.ID,Jl. Mampang Prapatan Raya No.40,TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,+622127807266,+62
S3055,PT. GARASI TECHNO INDONESIA,GTECH,Corporate,-,GTECHNOINDONESIA.COM,"Jl Pawenang II, Cluster Pawenang B24, Ujungberung, Bandung",CISARANTEN BINA HARAPAN,ARCAMANIK,BANDUNG,JAWA BARAT,40294,+6287882089,+6287882089
S3056,PT. HARMONI NETWORKS INDONESIA,HARMONI NETWORKS,Corporate,-,HARMONI-NETWORKS.COM,Jalan Suryopranoto Nomor 11 F,PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10130,+6287788181289,+62
S3057,PT. SOLUSI INTERNET PERDANA,BRAIN-NET,Corporate,-,JAYLANGKUNG.CO.ID,Perum. Pondok Mutiara Asri Blok J3 No. 21 Pandanlandung Wagir Malang,PANDANLANDUNG,WAGIR,KAB. MALANG,JAWA TIMUR,65158,+623415085611,+62
S3059,PT. INTERKONEKSI DATA NUSANTARA,SCKB NET,Corporate,-,IDNU.NET,Jalan Merdeka Barat Km 6,SUNGAI RINGIN,SEKADAU HILIR,KAB. SEKADAU,KALIMANTAN BARAT,79582,+6285750060084,+62
S3060,PT. MEDIA POLEWALI VISION,MEDIA POLEWALI VISION,Corporate,-,MEDIAPOLEWALI.ID,"Jl G Mambuliling, Kel Wattang Kec Polewali, Kab Polman, Sulawesi Barat",WATTANG,POLEWALI,KAB. POLEWALI MANDAR,SULAWESI BARAT,91315,+6281355596000,+62
S3061,PT. ILHAM WIFI SOLUTION,ILHAM WIFI SOLUTION,Corporate,-,ILHAMWS.COM,Jalan Singaperbangsa Desa Sukatani,SUKATANI,CILAMAYA WETAN,KAB. KARAWANG,JAWA BARAT,41384,+6285774880040,+62
S3062,PT. PANDAWA PERKASA TEKNOLOGI,PANDAWANET,Corporate,-,PANDAWANET.ID,"DUSUN KUMBO, Desa/Kelurahan Gumirih, Kec. Singojuruh, Kab.
Banyuwangi, Provinsi Jawa Timur,
Kode Pos68464",GUMIRIH,SINGOJURUH,KAB. BANYUWANGI,JAWA TIMUR,68464,+6283119937149,+62
S3065,PT. TRINITY TELEKOMUNIKASI INDONESIA,3TI,Corporate,-,3TITELE.COM,"Ruko Karawang Hijau, Blok B11. Jalan Tarumanagara Nomor 6",PURWADANA,TELUKJAMBE TIMUR,KAB. KARAWANG,JAWA BARAT,41361,+62267411888,+62
S3066,PT. JELAJAH NUSANTARA NET,JNNET,Corporate,-,JNNET.ID,"Gedung Edu Center Lt. 2A - Office 99, Jl. Sekolah Foresta No 8, BSD City",LENGKONG KULON,PAGEDANGAN,KAB. TANGERANG,BANTEN,15157,+62817364888,-
S3067,PT. INTEGRASI JARINGAN BERSAMA,INTEGRASI NETWORK,Corporate,-,INTEGRASIJARINGAN.COM,Ruko Fatmawati Mas Blok.III Kavling 328-329 Jl. RS Fatmawati Raya No. 20,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+62217659237,+62217659237
S3068,PT. VISIONER LIMA SOLUSINDO,VIGO NETWORK,Corporate,-,VIGONETWORK.COM,"Jalan Gunung Lawu, Lingkungan Mertasari, Loloan Timur, Jembrana",LOLOAN TIMUR,JEMBRANA,KAB. JEMBRANA,BALI,82218,+628988256062,+62
S3083,PT. AMERTA MEDIA NUSACIPTA,NETIZEN,Corporate,-,NETIZEN-INTERNET.COM,Citra Grand Cibubur CBD Cluster Fraser Park Blok F03 No. 07,JATIRANGGA,JATISAMPURNA,BEKASI,JAWA BARAT,17434,+622513101111,+62
S3084,PT. DATA LINTAS MEDIA INDONESIA,DATA HOME,Corporate,ISP,DATALINTAS.CO.ID,"Jl. Pringapus-karangjati Km 1.5
Desa Ngempon",NGEMPON,BERGAS,KAB. SEMARANG,JAWA TENGAH,50552,+622986023558,-
S3085,CV. FOG ARCHITEC,FOG ARCHITEC,Corporate,-,FOGARCHITEC.ID,Jl. Anggrek No. 203,PULISEN,BOYOLALI,KAB. BOYOLALI,JAWA TENGAH,57316,+6281228601555,+62
S3087,PT. MAHAKA RAYA ASIA,MAHAKA ASIA,Corporate,-,MAHAKARAYAASIA.CO.ID,"Komplek Ruko Golden Ville Nomor 88 CR, Desa/Kelurahan Duri Kepa, Kec. Kebon Jeruk, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, 11510",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983739,+62
S3090,PT. MEGATAMA CEMERLANG GEMILANG,MEGATAMA CEMERLANG GEMILANG,Corporate,-,MEGATAMAINDO.NET,"RUKO MALAKA COUNTRY
JL PONDOK KOPI RAYA BLOK D NO. 4 RT.1/10
Kel. Pondok Kopi, Kec. Duren Sawit
Jakarta Timur, DKI Jakarta, 13460",PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13460,+6287819093541,+62
S3093,PT. REDI REVOLUSI DIGITAL SOLUSI,"INTERNET,IT",Corporate,-,REDISPOT.COM,ds.kedung anyar,KEDUNGANYAR,WRINGINANOM,KAB. GRESIK,JAWA TIMUR,61176,+6285742733793,+62
S3107,PT. DEKAGON INDONESIA PRATAMA,DEKAGON,Corporate,-,DEKAGON.CO.ID,"Harco Mangga Dua Lantai Dasar Blok A no.126
Jl. Mangga Dua Raya no.1",MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA PUSAT,DKI JAKARTA,10730,+622122684243,+622122684243
S3108,PT. MASS RAPID TRANSIT JAKARTA PERSERODA,MRT JAKARTA,Corporate,-,JAKARTAMRT.CO.ID,"WISMA NUSANTARA LT.21 , JL. MH. THAMRIN NO.59",GONDANGDIA,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10350,+62213906454,+62
S3110,INSTITUT AGAMA ISLAM NEGERI LHOKSEUMAWE,INSTITUT AGAMA ISLAM NEGERI LHOKSEUMAWE,Education,-,IAINLHOKSEUMAWE.AC.ID,"Kampus IAIN Lhokseumawe
Jln Medan-B.Aceh Km.275 No.1 
Alue Awe, Lhokseumawe
Aceh, 24352",ALUE AWE,MUARA DUA,LHOKSEUMAWE,ACEH,24352,+6264547267,+62
S3111,PT. ERA BANGUN INDONESIA,CELLIX,Corporate,-,CELLIX.CO.ID,"Perkantoran Menara Era Unit 2-02, Jl. Senen Raya No 135-137",SENEN,SENEN,JAKARTA PUSAT,DKI JAKARTA,10410,+622185918099,+62
S3113,PT. ATHA INTERNET NUSANTARA,ATHA NET,Corporate,-,ATHANET.COM,"JALAN CENDANA TENGAH 2. NO 9, BANCARKEMBAR, PURWOKERTO UTARA. KAB. BANYUMAS, JAWA TENGAH",BANCARKEMBAR,PURWOKERTO UTARA,KAB. BANYUMAS,JAWA TENGAH,53121,+628112771213,+62
S3115,PT. MAGNA NETWORK,NUSAHOST,Corporate,-,MAGNA-NET.COM,"Kresek Raya 88, Duri Kosambi, Cengkareng Jakarta Barat, Apartment Grand Palm residence Lt 3E12",DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11750,+6281805802509,+62
S3116,PT. LINK DATA SUMBER BAROKAH,BAROKAH.NET,Corporate,-,BAROKAH.CO.ID,DUSUN BATES TIMUR,ELLAK DAYA,LENTENG,KAB. SUMENEP,JAWA TIMUR,69461,81932893999,-
S3117,PT. GRAHA SUMBER TEKNOLOGI,GST,Corporate,-,GRAHASUMBERTEKNOLOGI.ID,"Kedaton Grande Blok J 6 No 19 , cilaku ,Kota Serang, Banten",CILAKU,CURUG,SERANG,BANTEN,42171,+6285773770793,+62
S3118,CV. PARAMA FOOD ASIA,PARAMA FOOD ASIA,Corporate,-,PARAMAFOOD.ASIA,"Jl. Blotan no.18 Kayen Wedomartani, Ngemplak, Sleman, Yogyakarta – Indonesia",WEDOMARTANI,NGEMPLAK,KAB. SLEMAN,DI YOGYAKARTA,55584,+622746055023,+62
S3121,PT. MAINAKA INTERNUSA PERSADA,MAINAKA INTERNUSA PERSADA,Corporate,-,MAINAKA.NET,"Ruko Malaka Country
Jl. Pondok Kopi Raya Blok D No.4 RT.1/10
Kel. Pondok Kopi, Kec. Duren Sawit
Jakarta Timur, DKI Jakarta, 13460",PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13460,+6281285135860,+62
S3122,UNIVERSITAS ALMA ATA,UNIVERSITAS ALMA ATA,Education,-,ALMAATA.AC.ID,"Jl. Brawijaya 99, Yogyakarta 551830",TAMANTIRTO,KASIHAN,KAB. BANTUL,DI YOGYAKARTA,55183,+622744342288,+622744342288
S3123,PT. PANDAWA LIMA JAVA NETWORK,PLJNET,Corporate,ISP,PLJNET.ID,"Dsn. Ringinanom Desa Wringinpitu Kec.Tegaldlimo
Banyuwangi – Jawa Timur – 68484",WRINGINPITU,TEGALDLIMO,KAB. BANYUWANGI,JAWA TIMUR,68484,+6285130330478,+62
S3124,PT. MULTINET PERKASA INDONESIA,MULTINET,Corporate,-,MULTINETPERKASA.ID,"Jln. MT Haryono Komp. Balikpapan Baru Blok B3 No.18 RT. 19 Kel. Damai Baru, Kec. Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114",DAMAI BARU,BALIKPAPAN SELATAN,BALIKPAPAN,KALIMANTAN TIMUR,76114,+625428517999,-
S3126,PT. TELINDO FLASH MEDIATAMA,NET-FLASH,Corporate,-,NET-FLASH.ID,"Jl. Cempaka No.2 Guro II, Desa/Kelurahan Karawang Wetan, Kec. Karawang Timur, Kab. Karawang, Provinsi Jawa Barat",KARAWANG WETAN,KARAWANG TIMUR,KAB. KARAWANG,JAWA BARAT,41314,+6285881088881,+62678422781
S3127,PT. WAVE MEDIA SERVICE,WAVENET,Corporate,-,WAVENET.ID,"Ngijo RT 04,
Kalurahan Bangunharjo, Kapanewon Sewon,
Kabupaten Bantul, Daerah Istimewa Y ogyakarta",BANGUNHARJO,SEWON,KAB. BANTUL,DI YOGYAKARTA,55188,+6281335379597,+62
S3128,PT. DAK KITE KIH NABIL,KIHNABILNET,Corporate,-,KIHNABIL.ID,"JALAN HASANUDIN PASAR LAMA PERKANTORAN PLAZA LANTAI 1
NOMOR 2, Desa/Kelurahan Kota Baru, Kec. Serang, Kota Serang,",KOTABARU,SERANG,SERANG,BANTEN,42112,+6281911162242,+62
S3129,PT. ANGKASA PURA I,ANGKASA PURA I,Corporate,-,AP1.CO.ID,KOTA BARU BANDAR KEMAYORAN BLOK B-12 KAV. NO. 2,GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10610,+62216541961,+62
S3130,CV. MENTARI HAKIKI,MENTARINETWORK,Corporate,-,MENTARINETWORK.ID,Jl. Seketi Desa.Semanding RT.019 RW.004,GONDANG,PLOSOKLATEN,KAB. KEDIRI,JAWA TIMUR,64175,+6281247600394,+62
S3135,PT. LAWU MEDIA AKSES,LAWU AKSES,Corporate,-,LAWUAKSES.COM,"Jl. Sragen - Balong Km.7 Ngarum, Kec. Ngrampal
Kab. Sragen, Jawa Tengah",NGARUM,NGRAMPAL,KAB. SRAGEN,JAWA TENGAH,57252,+622718854069,+62
