no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
1041,PT. SUKMA SEJATI MEDIA,SUKMA SEJATI MEDIA,Keanggotaan Penyelenggara,ISP,SUKMAMEDIA.COM,"Ruko Beteng Blok B7, Jl. Letkol Sunaryo, Kedunglumbu, Pasarkliwon, Surakarta",KEDUNG LUMBU,PASAR KLIWON,SURAKARTA,JAWA TENGAH,57133,+622713402212,+62
901,PT. TRANS INDONESIA SUPERKORIDOR (JTL),SUPERCORRIDOR,Keanggotaan Penyelenggara,JTL,YAB@SUPERCORRIDOR.CO.ID,"Rukan Artha Gading Blok E no.11, kelapa gading, Jakarta",KELAPA GADING BARAT,KELAPA GADING,JAKARTA UTARA,DKI JAKARTA,14240,+622148350885,+62
S2416,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN REMBANG,DINKOMINFO REMBANG,QQ,-,REMBANGKAB.GO.ID,Jl. Gatot Subroto No.8,KUTOHARJO,REMBANG,KAB. REMBANG,JAWA TENGAH,59219,+622956980426,+622956980426
S2418,CV. DUTA CYBER KOMPUTAMA,FINS.NET,Corporate,-,DCK.CO.ID,"Perum Indraprasta View Cluster Grandview E6 No 2
Jawa Timur, 65211",PETAK,PACET,KAB. MOJOKERTO,JAWA TIMUR,61374,+6281337050383,+62
S2419,RUMAH SAKIT UMUM PUSAT PROF DR.R.D KANDOU MANADO,RUMAH SAKIT,Goverment,-,RSUPKANDOU.COM,JL RAYA TANAWANGKO NO 56 KEC MALALAYANG,MALALAYANG I,MALALAYANG,MANADO,SULAWESI UTARA,95162,+624318383058,+62
1024,PT. PRATAMA HASTA UTAMA SOLUSINDO,TAHTA SOLUSINDO,Keanggotaan Penyelenggara,ISP,PATAS.ID,"Perum. Martopuro Green Land Blok D 8, Kel. Martopuro, Kec. Furwosari, Kab. Pasuruan,  Jawa Timur 67165",MARTOPURO,PURWOSARI,KAB. PASURUAN,JAWA TIMUR,67162,+62,+62
903,PT. ARTHA TELEKOMINDO (JTT),SCBDNET,Keanggotaan Penyelenggara,JTT,SCBD.NET.ID,"18 Parc Place, Tower A, 3rd & 4th Floor
Sudirman Central Business District (SCBD)
Jl. Jenderal Sudirman Kav 52-53
Jakarta 12190 - Indonesia

Phone+62 (021) 255 25100
Fax+62 (021) 515 0006",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,+62212555100,+62215150006
S2421,"PT. BANK BTPN SYARIAH, TBK.",PT BANK BTPN SYARIAH,Corporate,-,BTPNSYARIAH.COM,"Menara BTPN Lt. 12
Jl. DR Ide Anak Agung Gde Agung Lot 5.5-5.6
Kawasan Mega Kuningan, Jakarta 12950",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,+6230026400,+6229272096
S2422,PT. BINA PERTIWI,PT.BINA PERTIWI,QQ,-,@BINAPERTIWI.CO.ID,JL.RAYA BEKASI KM 22 CAKUNG JAKARTA TIMUR,CAKUNG BARAT,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,13910,+62214605959,+62214600903
1036,PT. SUPERSPACE TEKNOLOGI INDONESIA,SUPERSPACE,Keanggotaan Penyelenggara,ISP,SUPERSPACE.ID,Jl. Gereja Victory No. 9,LILIBA,OEBOBO,KUPANG,NUSA TENGGARA TIMUR,85111,+6281138100058,+62
S2424,UNIVERSITAS PAKUAN,UNIVERSITAS PAKUAN,Education,-,UNPAK.AC.ID,"Jl. Pakuan, Tegallega.",TEGALLEGA,BOGOR TENGAH,BOGOR,JAWA BARAT,16143,+622518312206,+622518356927
S2425,PT. LINTAS GLOBAL INTERNUSA,LOGIN NETWORK,Corporate,-,LINTASGLOBALINTERNUSA.NET.ID,Jl. Wonosari Barat,WONOSARI,BENGKALIS,KAB. BENGKALIS,RIAU,28751,+628117608070,+62
1006,PT. KANGEN NETWORK SOLUSINDO,KANGEN-NET,Keanggotaan Penyelenggara,ISP,KANGEN.NET.ID,desa mukti jaya blok a kec. rimba melintang kab. rokan hilir,MUKTI JAYA,RIMBA MELINTANG,KAB. ROKAN HILIR,RIAU,28953,+6282363240000,+62
1050,PT. ADE ANGELIN MULYA,MALIGUL,Keanggotaan Penyelenggara,ISP,ADEANGELINMULYA.ID,Jl. Ibolian,GOGAGOMAN,KOTAMOBAGU BARAT,KOTAMOBAGU,SULAWESI UTARA,95715,+6281527932875,+624342602633
S2429,PT. PCDC PROPCO ONE,ATRIA DATA CENTER (ATRIADC),Corporate,-,ATRIA-DC.COM,"Jalan Daan Mogot KM 18, Kel. Kalideres, Kec. Kalideres, Kota
Adm. Jakarta Barat, Prop. DKI Jakarta",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+622150980380,+62
0981,PT. MASTER STAR NETWORK,MSN,Keanggotaan Penyelenggara,ISP,MASTERSTAR.ID,Dsn. Curah Pecak,PURWOHARJO,PURWOHARJO,KAB. BANYUWANGI,JAWA TIMUR,68483,+6281331228990,+62
1057,PT. MEDIA ACCESS TELEMATIKA,MACTEL,Keanggotaan Penyelenggara,ISP,MACTEL.CO.ID,Jl. H. Ubad No 94,HANDAPHERANG,CIJEUNGJING,KAB. CIAMIS,JAWA BARAT,46271,+6285223106479,+62
S2432,PT. RESTU DIGITAL MEDIATAMA,MEDIANET,Corporate,-,RESTUDIGITALMEDIATAMA.NET,Jalan kartini no.8 selemadeg tabanan bali,BAJERA,SELEMADEG,KAB. TABANAN,BALI,82162,+6289685554655,+62
S2433,PT. MUSTIKA CIPTA PRIMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MCPHOST.MY.ID,JL.Hayam Wuruk No.3QQ,KEBON KELAPA,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10130,+6281574773976,+62
S2434,PT. BINTANG KENCANA PRIMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,BKPHOST.MY.ID,"JL.I Gusti Ngurah Rai,Ruko Mall Klender Blok B2/12",KLENDER,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,17134,+6283892090955,+62
S2435,PT. REZKY SUKABUMI VISION,SVISIONNET,Corporate,-,SVISIONNETWORKS.ID,Sofia Regency No. 1 RT 03 RW 17 Kelurahan Cisarua Kec. Cikole Sukabumi Sukabumi Jawa Barat 43116 Indonesia,CISARUA,CIKOLE,SUKABUMI,JAWA BARAT,43116,+622666227209,+62
S2437,PT. PUTRA AYAHANDA PERKASA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PAPHOST.MY.ID,Jl. DR Saharjo No.131,MANGGARAI SELATAN,TEBET,JAKARTA SELATAN,DKI JAKARTA,12960,+6281212362525,+62
S2438,PT. REXA JAYA TAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,RJTHOST.MY.ID,"Jl. Otista Raya No.141,Gedung Maribaya Lt2",BIDARA CINA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13330,+6282112975771,+62
S2439,PT. SENTOSA KARYA BERSINAR,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,SKBHOST.MY.ID,Jl. Raya Duri Kosambi No.72B,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11750,+6287788468970,+62
S2440,PT. AZKHA SURYA MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ASMHOST.MY.ID,"Gedung Otopart, Jl.Utan Jati No.40 Blok KBA 8",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,+6281250020505,+62
S2441,PT. ULTRAM LESTARI JAYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ULJHOST.MY.ID,"Ruko Mutiara Taman Palem Blok A-10 No.11,Jl.Lingkar Luar",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+6281336190711,+62
0953,PT. MEGA DATA AKSES,MADANET,Keanggotaan Penyelenggara,ISP,MADA.NET.ID,"Jl. Kayangan Ujung, Perum Pantau Blok C No.10, Duri",BABUSSALAM,MANDAU,KAB. BENGKALIS,RIAU,28784,+6285271504205,+62
S2443,PT. REZALINA AGUNG SEJAHTERA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,REZAHOST.MY.ID,Jl. Pahlawan Revolusi No.24,PONDOK BAMBU,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13430,+6281282801013,+62
0975,PT. MULTI NETWORK INDONESIA,MULTINET ID,Keanggotaan Penyelenggara,ISP,MNI.NET.ID,Jl. Ebony IV Blok C No. 430 Perum Duren Jaya,DUREN JAYA,BEKASI TIMUR,BEKASI,JAWA BARAT,17111,+622182782234,+62
S2445,CV. PAJAR UTAMA SEJAHTERA,SARANA SERVER,Corporate,-,SARANASERVER.COM,Jl.I No.49,RAWASARI,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,10570,+622121477580,+62
S2446,PT. FIBER INDONESIA TRANSNET,FIT,Corporate,-,FITNET.CO.ID,"jl kimaja (ruko kimaja icon) kel,sepang jaya kec,labuhan ratu
bandar lampung",SEPANG JAYA,LABUHAN RATU,BANDAR LAMPUNG,LAMPUNG,35148,+6282169462003,+62
S2447,PT. FIRHAM PUTRA PRATAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,FPPHOST.MY.ID,Jl. Letjend Suprapto F No.29,HARAPAN MULYA,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10640,+6281230200513,+62
S2448,PT. ZONA KOLEKTIF INDONESIA,ZONA KOLEKTIF,Corporate,-,ZKI.NET.ID,CURAH LOR,BLIGO,NGLUWAR,KAB. MAGELANG,JAWA TENGAH,56485,+6281315921002,+62
S2450,PT. ANUGERAH HARMONI LAUTAN,ANUGERAH HARMONI LAUTAN,Corporate,-,ANUGERAHHARMONILAUTAN.CO.ID,"GEDUNG RAUDHA LANTAI 11, JALAN KUNINGAN BARAT II NOMOR 21, 
Kel. Kuningan Barat, Kec. Mampang Prapatan, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622150983720,+62
S2451,PT. MEDIA KOMUNIKASI NASIONAL,MEDIA KOMUNIKASI NASIONAL,Corporate,-,MEDIAKOMNAS.NET,Komplek Perkantoran Malibu City Resort Blok J No. 110 Kel. Cengkareng Barat Kec. Cengkareng. Jakarta Barat,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+622150983756,+62
S2452,PT. PELAYANAN LISTRIK NASIONAL BATAM,PLN BATAM,Corporate,-,PLNBATAM.COM,"Jl. Engku Putri No. 3 Batam Center
Batam, Kepulauan Riau, 78391",BELIAN,BATAM KOTA,BATAM,KEPULAUAN RIAU,78391,+62778463150,+62778463143
0982,PT. GLOBAL DATA AKSES PERSADA,STARLINK,Keanggotaan Penyelenggara,ISP,GLOBALDATAAKSES.COM,"DUSUN PANGGREH RT 009 RW 002, Kel. Panggreh, Kec.
Jabon, Kab. Sidoarjo, Prov. Jawa Timur",PANGGREH,JABON,KAB. SIDOARJO,JAWA TIMUR,61276,+6285961114442,+62
S2454,PT. PATRA SINAR TEKNOLOGI,PASTI.NET,Corporate,-,PTPASTI.CO.ID,"Graha Tabayama Jalan Jendral Ahmad Yani Kavling 2-3 Bekasi Selatan, Jawa Barat 17141",MARGA JAYA,BEKASI SELATAN,BEKASI,JAWA BARAT,17141,+6281227227088,+62
S2455,CV. BAHANA BANGUN ARTHA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,BBAHOST.MY.ID,"Komplek Puri Sekar Arum Lt2, Jl.Usman No.18C",KELAPA DUA WETAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,13730,+6281383037745,+62
S2456,PT. KARYA INTERNET INDONESIA,KARYA INTERNET INDONESIA,Corporate,-,KARYAINTERNETINDONESIA.COM,Jln.Raya Puloniti Bangsal No.10 Dsn.Pudakpulo,PULONITI,BANGSAL,KAB. MOJOKERTO,JAWA TIMUR,61381,+6285336344807,+62
0941,PT. INTERGATE CAHAYA MEDIA,INTERGATE,Keanggotaan Penyelenggara,ISP,INTERGATE.ID,Jl. Raya Medayu Utara No.30 B,WONOREJO,RUNGKUT,SURABAYA,JAWA TIMUR,60296,+6282143244422,+62318722337
0958,PT. RAZANET INFOTAMA MANDIRI,RAZANET,Keanggotaan Penyelenggara,ISP,RAZA.NET.ID,"RUKO ALAM PESONA WANAJAYA PB.1 No.56 RT 008/018 Kel. Wanajaya, Kec. Cibitung, Kab. Bekasi, Prov. Jawa Barat",WANAJAYA,CIBITUNG,KAB. BEKASI,JAWA BARAT,17520,+628119902222,+62
0942,PT. NET SUN POWER,NET SUN POWER,Keanggotaan Penyelenggara,ISP,NETSUNPOWER.CO.ID,Jl Purwosari II-1 kel. purwosari II Kec. Tamban,PURWOSARI II,TAMBAN,KAB. BARITO KUALA,KALIMANTAN SELATAN,70566,+6281254741640,+62
0993,PT. SUBNET DATA NUSANTARA,SUBNETDATA-ISP,Keanggotaan Penyelenggara,ISP,SUBNET.NET.ID,"Jl. Kalipang, Lodan Wetan RT/RW 01/02",LODAN KULON,SARANG,KAB. REMBANG,JAWA TENGAH,59274,+62851-7111-8820,-
S2464,PT. KLINIK DIGITAL INDONESIA,KLINIKTECH,Corporate,-,KLINIKTECH.COM,Perumahan Bongan Asri Blok C No 88 Bongan Tabanan Bali,BONGAN,TABANAN,KAB. TABANAN,BALI,82112,+623617996635,+62
S2465,PT. KIRIM EMAIL INDONESIA,KIRIM.EMAIL,Corporate,-,KIRIM.EMAIL,Gd. Wisma Monex Lt.9 Jl. Asia Afrika No. 133-137,KEBON PISANG,SUMUR BANDUNG,BANDUNG,JAWA BARAT,40112,+622287321138,+62
S2466,PT. AWAN KOMPUTASI TEKNOLOGI,AWANIO,Corporate,-,AWAN.IO,"Jl. Sabilillah No. 18 RT 001/003, Kel. Medan Satria, Kec. Medan Satria, Kota Bekasi",MEDAN SATRIA,MEDAN SATRIA,BEKASI,JAWA BARAT,17132,+6281218004579,+62
0995,PT. SKYNET INDONESIA MADANI,SKYNET,Keanggotaan Penyelenggara,ISP,SKYNETWORK.ID,Puskopkar Blok C12 No.18,BUKIT TEMPAYAN,BATU AJI,BATAM,KEPULAUAN RIAU,29438,+6285668858915,+62
0961,PT. INOVASI DIGITAL TELEKOMUNIKASI,IDT,Keanggotaan Penyelenggara,ISP,IDTEL.CO.ID,"Gedung AD Premier Office Park Lt. 9, Jl. TB Simatupang No.5",RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12550,+6287771981236,+62
S2469,PT. DISTRINDO KOSMETA UTAMA,JENNYHOUSE,Corporate,-,JENNYHOUSE.ID,Jl. Basuki Rakhmat No. 106-128 Surabaya (Graha Bumi Surabaya #GBS 6-03 Lantai 6  Graha Bumi Surabaya),EMBONG KALIASIN,GENTENG,SURABAYA,JAWA TIMUR,60271,+62315480018,+62
S2470,PT. BARTECH BRAVO DELTA,BARTECH.ID,Corporate,-,BARTECH.ID,"Jl. Raya Tomohon - Manado No. 98 Kelurahan Kakaskasen Satu Lingkungan III, Kecamatan Tomohon Utara",KAKASKASEN SATU,TOMOHON UTARA,TOMOHON,SULAWESI UTARA,95415,+6282343342222,+62
S2471,PT. ANUGERAH BAKTI PERSADA,ANUGERAHNET,Corporate,-,ANUGERAHBP.CO.ID,Jl. Dr. Taruno No. 18,NAGASARI,KARAWANG BARAT,KAB. KARAWANG,JAWA BARAT,41312,+6281221118887,+62
1062,PT. GLOBAL TEKNOLOGI NET,GLOBALNET,Keanggotaan Penyelenggara,ISP,GLOBALTEKNOLOGINET.ID,Orchid Park Blok C1 No. 62,TAMAN BALOI,BATAM KOTA,BATAM,KEPULAUAN RIAU,29463,+628117009262,+62
S2473,PT. SOL ONE INDONESIA,SOL ONE INDONESIA,Corporate,-,SOLONE.CO.ID,Ruko Raflesia Blok E No.01 - Batam,TELUK TERING,BATAM KOTA,BATAM,KEPULAUAN RIAU,29461,+627786000079,+62
0932,PT. HAYAT TEKNOLOGI INFORMATIKA,HAYAT NET,Keanggotaan Penyelenggara,ISP,INTERNETRAKYATINDONESIA.COM,Ruko grand kahuripanblok ed no 1 cluster patuha kel klapanunggal kec klapanunggal kab bogor,KELAPA NUNGGAL,KELAPA NUNGGAL,KAB. BOGOR,JAWA BARAT,16710,+6285721101110,+622180472749
S2475,CV. CUBIESPOT PILAR TECH INDONESIA,CUBIESPOT NETWORKS,Corporate,-,CUBIES.ID,Perumahan Tiara Candi 2 Blok AA 20,SEKARGADUNG,PURWOREJO,PASURUAN,JAWA TIMUR,67127,+6282225272525,+62
0990,PT. BLACKFAOS DATA NUSANTARA,BLACKFAOS,Keanggotaan Penyelenggara,ISP,BLACKFAOS.COM,"kramat, jl lacak",TRANGSAN,GATAK,KAB. SUKOHARJO,JAWA TENGAH,57557,+628112656911,-
S2477,PT. PALU PASUNDAN MEDIA NET,PASUNDAN MEDIA NET,Corporate,-,PALUPASUNDANMEDIANET.ID,Jl. Cempedak V Blok C15 No. 27 RT. 006 RW.012 Taman Pagelaran Ciomas Bogor,PADASUKA,CIOMAS,KAB. BOGOR,JAWA BARAT,16610,+62,+62
1034,PT. SOLUSI INTEGRA DATAKOM,INTRAKOM,Keanggotaan Penyelenggara,ISP,INTRAKOM.CO.ID,Jalan Ujung Harapan Kavling Alikhlas 13 no 97,BAHAGIA,BABELAN,KAB. BEKASI,JAWA BARAT,17610,+6289642100043,-
S2479,DINAS PERSANDIAN KOMUNIKASI DAN INFORMATIKA KABUPATEN MANOKWARI,DINAS PERSANDIAN KOMUNIKASI DAN INFORMATIKA KABUPATEN MANOKWARI,Goverment,-,MANOKWARIKAB.GO.ID,"Jl. Percetakan Negara Sanggeng
Manokwari, Papua Barat, 98312",SANGGENG,MANOKWARI BARAT,KAB. MANOKWARI,PAPUA BARAT,98312,+62986215253,+62
S2480,CV. AMANDA NETWORK GROUP,AMANDA NETWORK,Corporate,-,WHUSNET.COM,"JL. Raya Cepu Km. 3 RT002 RW002 Ds. Ngawi, Kec. Ngawi, Kab. Ngawi",NGAWI,NGAWI,KAB. NGAWI,JAWA TIMUR,63211,+6285855555603,+62
S2481,PT. YAFO MAKMUR PERKASA,YAFO MAKMUR PERKASA,Corporate,-,YAFO.CO.ID,"ALTERNATIF TRANSYOGI KKP DUKUT NO. 39 RT.004 RW.002 SIRNASARI, TANJUNG SARI JAWA BARAT",SINARSARI,TANJUNGSARI,KAB. BOGOR,JAWA BARAT,16840,+628112260345,+62
S2482,PT. BANK OCBC NISP,BANK OCBC NISP,Corporate,-,OCBCNISP.COM,"Jl. Prof. Dr. Satrio Kav. 25, Bank OCBC NISP, Karet Kuningan Jakarta Selatan, DKI Jakarta, Indonesia 12940. Phone(021) 25533888.",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12940,+628111521687,+62
S2483,PT. BISNET TEKNOLOGI JAYA,BISNET,Corporate,-,BISNET.CO.ID,Dusun Curahmluwo,ROWOTAMTU,RAMBIPUJI,KAB. JEMBER,JAWA TIMUR,61852,+6281332290396,+62
S2484,PT. AISHA SURYA BORNEO,SURYANET,Corporate,-,SURYA.NET.ID,"Jalan Pemuda KM. 5,5, Kel. Selat Utara, Kec. Selat, Kab. Kapuas,
Prov. Kalimantan Tengah",SELAT UTARA,SELAT,KAB. KAPUAS,KALIMANTAN TENGAH,73515,+6285234417174,+62
S2485,CV. FIBERPLUS TEKNOLOGI,FIBERPLUS,Corporate,-,FIBERPLUS.ID,Jalan Tombro,TEGUHAN,JIWAN,KAB. MADIUN,JAWA TIMUR,63161,+6281217626826,+62
0930,PT. DIGITAL AKSES NUSANTARA,DIGTANET,Keanggotaan Penyelenggara,ISP,DIGTA.NET,Lingkungan Keling,KALONGAN,PURWODADI,KAB. GROBOGAN,JAWA TENGAH,58114,+6285290194259,+62
S2487,RSUP NASIONAL DR. CIPTO MANGUNKUSUMO,RSUP NASIONAL DR. CIPTO MANGUNKUSUMO,QQ,-,RSCM-ID.COM,Jl. Diponegoro No. 71 Jakart 10430,KENARI,SENEN,JAKARTA PUSAT,DKI JAKARTA,10430,+621500135,+62213148991
S2488,PT. MNC DIGITAL INDONESIA,RCTI+,Corporate,-,RCTIPLUS.COM,Studio MNC Tower 2 jalan perjuangan no1,KEBON JERUK,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11530,+625307710,+62
1091,PT. CITRA AGUNG MESTIKA,INFINITY PLUS ONE,Keanggotaan Penyelenggara,ISP,IP1.CO.ID,"Gedung Menara Mandiri 2, 
Lantai 18, Jl. Jend. Sudirman, Kav 54-55 Kelurahan Senayan, Kecamatan Kebayoran Baru, Kota Administrasi Jakarta Selatan 12190, DKI Jakarta, Indonesia",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,+62215260808,+62215266006
1090,PT. TUJUHLANGIT LINTAS NUSANTARA,TUJUHLANGIT NETWORK,Keanggotaan Penyelenggara,ISP,TUJUHLANGIT.NET,"RUKO VILA MUTIARA NOMOR 1, JALAN PEMUDA",KAUMAN,BATANG,KAB. BATANG,JAWA TENGAH,51215,+6281572754945,+62
S2491,PT. VALMICH HOSTING INDONESIA,VALMICH HOSTING,Corporate,-,VALMICH.COM,"TOWER KENCANA, JALAN MERUYA ILIR RAYA NOMOR 88, Kel. Meruya Utara,
Kec. Kembangan, Kota Adm. Jakarta Barat, Prov. DKI Jakarta",MERUYA UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,11520,+6281289813373,+62
S2493,PT. SKYLINK TECHNOLOGY NUSANTARA,SKYLINK,Corporate,-,SKYLINKNUSANTARA.NET,JL.Sultan Badarudin No.158,GUNUNG AGUNG,LANGKAPURA,BANDAR LAMPUNG,LAMPUNG,35157,+6281296138366,+62
S2494,PT. GLOBAL INTERNET INDONESIA,G-NET,Corporate,-,G-NET.ID,GRAND BOULEVARD BUSINESS DISTRICT V 1-A NOMOR 209,CIKUPA,CIKUPA,KAB. TANGERANG,BANTEN,15710,+6281390705001,+6259646625
S2495,PT. RAMA MULTIKARYA ADIGUNA,ULTIMO NETWORKS,Corporate,-,RAMAKORPORINDO.COM,Jl. Akasia No.18,WRINGIN AGUNG,GAMBIRAN,KAB. BANYUWANGI,JAWA TIMUR,68486,+623333912055,+62
0972,PT. JARINGAN LINTAS ARTHA,AZ_NET,Keanggotaan Penyelenggara,ISP,JARINGANLINTASARTHA.COM,"BARONG,kel.pndem, ke. Sumberlawang, kab.       Sragen, prov jawa tengah",PENDEM,SUMBERLAWANG,KAB. SRAGEN,JAWA TENGAH,57272,+6282110211696,+6282110211696
0959,PT. CAHAYA SOLUSINDO INTERNUSA,CAHAYA SOLUSINDO INTERNUSA,Keanggotaan Penyelenggara,ISP,CSNET.ID,"Jl. Letjen S. Parman No.58 RT.001/002
Pakis, Banyuwangi
Banyuwangi, Jawa Timur 68419",PAKIS,BANYUWANGI,KAB. BANYUWANGI,JAWA TIMUR,68419,+628113699960,+62
1049,PT. ACCLIVIS TECHNOLOGIES AND SOLUTIONS,ACCLIVIS,Keanggotaan Penyelenggara,ISP,ACCLIVIS.COM,"Prudential Centre 22nd Floor, Jl. Casablanca Raya Kav.88, South Jakarta, Indonesia 12870",MENTENG DALAM,TEBET,JAKARTA SELATAN,DKI JAKARTA,12870,+622129607257,+622129607201
S2499,PT. PARAGON TECHNOLOGY AND INNOVATION,WARDAH,Corporate,-,PTI-COSMETICS.COM,Jalan Ciledug Raya No. 10,ULUJAMI,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,12250,+62215849070,+62
0992,PT. INTI KONEKSI INTRADATA INDONESIA,IKI INDONESIA,Keanggotaan Penyelenggara,ISP,IKIINDONESIA.NET,dukuh karanganyar,KARANGANYAR,REBAN,KAB. BATANG,JAWA TENGAH,51273,+6285360203999,+62
S2501,PUSAT LAYANAN PEMBIAYAAN PENDIDIKAN,PUSAT LAYANAN PEMBIAYAAN PENDIDIKAN,QQ,-,PUSLAPDIK-KEMDIKBUD.COM,"Jl. Jenderal Sudirman Gedung C Lantai XIII, Senayan",SETIABUDI,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,10270,+62215703336,+62
S2502,PT. SMART DATA KOMUNIKA,SDK,QQ,-,SDK.NET.ID,Glondong,WIROKERTEN,BANGUNTAPAN,KAB. BANTUL,DI YOGYAKARTA,55194,+62,+62
1021,PT. LESTARI EXCELLIKA BAROKAH,LESTARINET,Keanggotaan Penyelenggara,ISP,LESTARI.NET.ID,"Perum Sub Inti Gang 1 No.101 RT 001/002 Panjang Wetan, Pekalongan Utara Kota Pekalongan Jawa Tengah",PANJANG WETAN,PEKALONGAN UTARA,PEKALONGAN,JAWA TENGAH,51141,+6287764887888,+62
0996,PT. INTER KONEKSI MEDIA,IMNETWORKS,Keanggotaan Penyelenggara,ISP,INTERKONEKSIMEDIA.CO.ID,"Jl. Wiroto No.19A, Dk. Cokrah Galih",DADIREJO,TIRTO,KAB. PEKALONGAN,JAWA TENGAH,51151,+6285229050005,+62
S2505,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN,INTERNAL AUDIT PEMERINTAH,Goverment,-,BPKP.GO.ID,"Jalan Pramuka Nomor 33 Lantai 7, Jakarta 13120",UTAN KAYU UTARA,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13120,+622185910031,+622185910208
1160,PT. ANGKASA PURA SARANA DIGITAL,ANGKASA PURA SARANA DIGITAL,Corporate,ISP,@APSDIGITAL.CO.ID,"Terminal 1 A Keberangkatan Ruang AOD006, Bandara SoekarnoHatta.",PAJANG,BENDA,TANGERANG,BANTEN,15126,+622155911212,+622155911212
S2507,INSTITUT AGAMA ISLAM NEGERI KENDARI,IAIN KENDARI,Education,-,IAINKENDARI.AC.ID,"Jl Sultan Qaimuddin No.17 
Baruga, Kendari 
Sulawesi Tenggara, 93121",BARUGA,BARUGA,KENDARI,SULAWESI TENGGARA,93121,+6285241800852,+62
S2508,PT. SOLUSI JAYA NUSANTARA,SIJAYA,Corporate,-,SIJAYA.ID,jl kalibokor 3-C no 21,PUCANG SEWU,GUBENG,SURABAYA,JAWA TIMUR,60283,+623133601114,+62
S2509,CV. ARTHA COM,ARTHACOM,Corporate,-,ARTHACOM.CO.ID,"Jl. Rajamoili No. 15 i RT.001 RW.002 Besusu Barat, Palu Timur Kota Palu Sulawesi Tengah",BESUSU BARAT,PALU TIMUR,PALU,SULAWESI TENGAH,94111,+6281382240271,+62
S2510,PT. MUTIARA BINTANG ABADI,V-TAX,Corporate,-,MBA.WEB.ID,JALAN CANDI PANGGUNG NO.23,MOJOLANGU,LOWOKWARU,MALANG,JAWA TIMUR,65142,+62227208110,+62
S2511,PT. MINTANET DATA NUSANTARA,MINTANET,Corporate,-,MINTANET.COM,Jl. Ceningan Sari No.6 Banjar Lantang Bejuh,SESETAN,DENPASAR SELATAN,DENPASAR,BALI,80223,+628179757618,+62
S2512,PT. TRANSMARCO,HUSH PUPPIES,QQ,-,TRANSMARCO-ASIA.COM,"Jl. Industri No.6, RT.003/RW.004, Bojong Jaya, Kec. Karawaci, Kota Tangerang, Banten",BOJONGJAYA,KARAWACI,TANGERANG,BANTEN,15115,+622155764045,+62
